2620507.4365033577,3765097.6522119143,2812216.788620118,3332588.898551722,2573529.469153542,3435645.472347822,3015607.045428803,3416689.275486646,2733070.996365796,3843139.5082860026
3765097.6522119143,3950725.5416118433,3769390.9613550543,4074367.3704573116,3542482.412454535,4250070.598206667,3776574.4843193097,4319099.473453701,3520433.9119610735,4156016.0029726587
2812216.788620118,3769390.9613550543,2447702.7440872747,2971075.582279469,2431180.617005535,2976394.7210548203,2713422.4352409355,3242268.0378842307,2853212.6308863256,3705423.227167866
3332588.898551722,4074367.3704573116,2971075.582279469,3116492.8982053185,2938697.127565165,3266206.8997019776,3064097.579585826,3592284.6247263555,3222744.713614681,3939749.661421987
2573529.469153542,3542482.412454535,2431180.617005535,2938697.127565165,2180394.0984554673,2974161.49295672,2573107.903254913,3066904.4835190056,2595426.5949997827,3533458.592694754
3435645.472347822,4250070.598206667,2976394.7210548203,3266206.8997019776,2974161.49295672,3231161.9684730303,3127514.5651544547,3647644.2527701887,3420690.689057353,4125187.783093871
3015607.045428803,3776574.4843193097,2713422.4352409355,3064097.579585826,2573107.903254913,3127514.5651544547,2630245.857465982,3411969.0029882686,2935204.7615360934,3752463.2943849154
3416689.275486646,4319099.473453701,3242268.0378842307,3592284.6247263555,3066904.4835190056,3647644.2527701887,3411969.0029882686,3441112.380881321,3433405.545569189,4214104.353072346
2733070.996365796,3520433.9119610735,2853212.6308863256,3222744.713614681,2595426.5949997827,3420690.689057353,2935204.7615360934,3433405.545569189,2440648.354498641,3592810.6902250107
3843139.5082860026,4156016.0029726587,3705423.227167866,3939749.661421987,3533458.592694754,4125187.783093871,3752463.2943849154,4214104.353072346,3592810.6902250107,4021100.4601429123
